NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,인천광역시 남동구 구월동,1554,1554,0,구월아시아드선수촌8단지,74.91,202607,21,"43,100",-,4,개인,개인,2015,선수촌로 8,-,중개거래,인천 남동구,-
2,부산광역시 동래구 온천동,1850,1850,0,동래3차SKVIEW,84.881,202607,21,"59,000",-,32,개인,개인,2021,온천장로65번길 9,-,중개거래,부산 동래구,-
3,인천광역시 연수구 송도동,308-1,308,1,더샵송도마리나베이,84.202,202607,21,"62,500",-,12,개인,개인,2020,랜드마크로 160,-,중개거래,인천 연수구,-
4,부산광역시 동래구 온천동,1853,1853,0,동래래미안아이파크,114.9122,202607,21,"148,000",-,14,개인,개인,2022,금정마을로 150,-,중개거래,부산 동래구,-
5,부산광역시 남구 우암동,101-1,101,1,우암중앙하이츠아파트,84.5909,202607,21,"26,000",-,4,개인,개인,2004,유엔로 46,-,중개거래,부산 남구,-
6,부산광역시 금정구 구서동,415-3,415,3,구서시티타워,110.777,202607,21,"36,000",-,12,개인,개인,2005,금정로233번길 31,-,중개거래,부산 금정구,-
7,부산광역시 금정구 구서동,267,267,0,경보,84.75,202607,21,"21,500",-,20,개인,개인,1996,금단로 33,-,중개거래,부산 금정구,-
8,울산광역시 남구 신정동,899-1,899,1,한라무지개,59.595,202607,21,"15,300",-,5,개인,개인,1993,두왕로272번길 17-14,-,중개거래,울산 남구,-
9,부산광역시 동래구 사직동,1017,1017,0,사직쌍용예가,84.965,202607,21,"54,000",-,8,개인,개인,2006,사직로 80,-,중개거래,부산 동래구,-
10,부산광역시 강서구 명지동,3594,3594,0,더샵명지퍼스트월드2단지,84.9584,202607,21,"55,200",-,15,개인,개인,2020,명지국제7로 37,-,중개거래,부산 강서구,-
11,대전광역시 유성구 관평동,672,672,0,운암네오미아,84.45,202607,21,"49,400",-,10,개인,개인,2006,배울2로 78,-,중개거래,대전 유성구,-
12,울산광역시 울주군 언양읍 서부리,401,401,0,두산위브,120.985,202607,21,"38,700",-,6,개인,개인,2009,헌양길 202,-,중개거래,울산 남구,-
13,대전광역시 서구 탄방동,781,781,0,수팰리스,48.7312,202607,21,"21,000",-,9,개인,개인,2018,탄방로 26,-,중개거래,대전 서구,-
14,부산광역시 강서구 명지동,3343,3343,0,명지2차금강펜테리움센트럴파크,84.2513,202607,21,"47,000",-,29,개인,개인,2016,명지국제5로 109,-,중개거래,부산 강서구,-
15,부산광역시 해운대구 우동,977,977,0,대우마리나3,101.72,202607,21,"122,000",-,6,개인,개인,1994,해운대해변로 115,-,중개거래,부산 해운대구,-
16,인천광역시 계양구 박촌동,309,309,0,풍림,84.987,202607,21,"34,500",-,13,개인,개인,2005,동양로 11,-,중개거래,인천 계양구,-
17,전남광주통합특별시 광양시 중동,1665,1665,0,성호2차(206~215동),59.79,202607,21,"6,400",-,21,개인,개인,2007,광장로 70,-,중개거래,전남광주 광양시,-
18,부산광역시 부산진구 연지동,406,406,0,연지자이2차,59.9074,202607,21,"42,500",-,12,개인,개인,2011,초연로 11,-,중개거래,부산 부산진구,-
19,전남광주통합특별시 서구 금호동,818,818,0,부영(마재마을),80.1864,202607,21,"23,800",-,8,개인,개인,2000,화개1로24번길 10,-,중개거래,전남광주 서구,-
20,전남광주통합특별시 광산구 도산동,840-1,840,1,호반청암빌라트,49.65,202607,21,"4,700",-,7,법인,개인,1993,도산로12번길 17-25,-,중개거래,전남광주 광산구,-
21,울산광역시 울주군 범서읍 천상리,259-5,259,5,천상극동,84.84,202607,21,"17,400",-,2,개인,개인,1998,대동길 50,-,중개거래,울산 울주군,-
22,부산광역시 사상구 학장동,173-16,173,16,구덕극동,84.92,202607,21,"11,500",-,2,개인,개인,1996,학감대로 62,-,중개거래,부산 사상구,-
23,대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.9938,202607,21,"55,000",-,31,개인,개인,2014,도안동로 77,-,중개거래,대전 서구,-
24,대전광역시 대덕구 목상동,185-2,185,2,다사랑,49.86,202607,21,"11,500",-,4,개인,법인,1993,대덕대로1470번길 55,-,직거래,-,-
25,인천광역시 부평구 산곡동,519,519,0,쌍용더플래티넘부평,59.96,202607,21,"49,700",-,6,개인,개인,2022,원적로287번길 25,-,중개거래,인천 부평구,-
26,인천광역시 부평구 청천동,259,259,0,쌍용,56.25,202607,21,"23,500",-,2,개인,개인,1990,길주로494번길 12,-,중개거래,인천 부평구,-
27,대구광역시 수성구 지산동,1288,1288,0,지산타운,39.68,202607,21,"11,000",-,10,개인,개인,1991,용학로 303,-,직거래,-,-
28,전남광주통합특별시 북구 각화동,591,591,0,휴먼파크서희스타힐스,84.745,202607,21,"34,500",-,33,개인,개인,2017,군왕로 311,-,중개거래,전남광주 북구,-
29,울산광역시 남구 달동,1403-1,1403,1,현대하이얏트,59.707,202607,21,"20,000",-,7,개인,개인,1994,신정로33번길 36,-,직거래,-,-
30,인천광역시 남동구 구월동,1485,1485,0,구월아시아드선수촌2단지,59.57,202607,21,"39,000",-,5,개인,개인,2015,선수촌공원로 96,-,중개거래,인천 남동구,-
31,대전광역시 동구 천동,540,540,0,위드힐,84.98,202607,21,"32,000",-,1,개인,개인,2013,대전로542번길 121,-,중개거래,대전 동구,-
32,세종특별자치시  소담동,598,598,0,새샘마을5단지(한양수자인엘시티),59.4544,202607,21,"39,000",-,18,개인,개인,2017,남세종로 301,-,중개거래,세종,-
33,전남광주통합특별시 북구 동림동,1161-1,1161,1,동림푸른주공4,65.68,202607,21,"14,800",-,4,개인,개인,1998,동림용산로 12,-,중개거래,전남광주 북구,-
34,전남광주통합특별시 광산구 신창동,1118,1118,0,신창3차호반베르디움,84.8581,202607,21,"32,500",-,13,개인,개인,2005,신창로161번길 19,-,중개거래,전남광주 광산구,-
35,인천광역시 영종구 운남동,1598-1,1598,1,운서SKVIEWskycityⅡ,78.7739,202607,21,"42,000",-,14,개인,개인,2022,흰바위로 249,-,중개거래,인천 영종구,-
36,경기도 수원시 권선구 권선동,1185-1,1185,1,권선삼성,49.14,202607,21,"31,000",-,10,개인,개인,1993,경수대로302번길 29,-,중개거래,경기 수원시 권선구,-
37,울산광역시 동구 화정동,136,136,0,대송현대목재,66.44,202607,21,"12,000",-,7,개인,개인,1990,대송4길 5,-,중개거래,울산 동구,-
38,인천광역시 영종구 운남동,1598-1,1598,1,운서SKVIEWskycityⅡ,84.9126,202607,21,"43,750",-,10,개인,개인,2022,흰바위로 249,-,중개거래,인천 영종구,-
39,전남광주통합특별시 광산구 신창동,1285,1285,0,광주신창동대광로제비앙아파트,73.9152,202607,21,"31,800",-,7,개인,개인,2016,장신로 306,-,중개거래,"전남광주 광산구, 전남광주 순천시",-
40,인천광역시 계양구 효성동,220-3,220,3,성지,84.56,202607,21,"23,900",-,3,개인,개인,1993,새벌로 89,-,중개거래,인천 계양구,-
41,전남광주통합특별시 북구 문흥동,996-3,996,3,라인,59.97,202607,21,"12,000",-,7,개인,개인,1994,문산로 61,-,중개거래,전남광주 북구,-
42,부산광역시 부산진구 당감동,1024,1024,0,서면2차봄여름가을겨울,59.7941,202607,21,"34,000",-,7,개인,개인,2019,신천대로197번길 15,-,중개거래,부산 부산진구,-
43,울산광역시 북구 중산동,546-6,546,6,대암훼미리102동,59.87,202607,21,"5,740",-,5,개인,개인,1993,이화2길 13,-,직거래,-,-
44,부산광역시 북구 만덕동,962,962,0,이편한세상금정산,84.9378,202607,21,"42,300",-,1,개인,개인,2021,상학로 36,-,중개거래,부산 북구,-
45,전남광주통합특별시 북구 연제동,1119,1119,0,힐스테이트연제,84.9934,202607,21,"41,900",-,4,개인,개인,2020,양일1로 31,-,중개거래,전남광주 북구,-
46,대전광역시 유성구 지족동,1033,1033,0,노은해랑숲마을5단지,74.96,202607,21,"33,500",-,13,개인,개인,2014,지족로 240,-,중개거래,대전 유성구,-
47,대전광역시 서구 관저동,999,999,0,원앙마을4,49.59,202607,21,"13,500",-,8,개인,개인,1997,관저북로 14,-,중개거래,대전 서구,-
48,인천광역시 검단구 백석동,가-,0,0,검암역로열파크씨티푸르지오1단지,74.0057,202607,21,"54,000",-,22,개인,개인,2023,한들로 33,-,중개거래,인천 검단구,-
49,전남광주통합특별시 북구 운암동,1058-3,1058,3,우미1,49.41,202607,21,"8,000",-,8,개인,개인,1989,북문대로 166,-,직거래,-,-
50,세종특별자치시  고운동,1728,1728,0,가락마을6단지(중흥S클래스프라디움),59.7236,202607,21,"37,800",-,4,개인,개인,2015,마음로 14,-,중개거래,세종,-
51,전남광주통합특별시 북구 운암동,1058-3,1058,3,우미1,59.97,202607,21,"11,500",-,8,개인,개인,1989,북문대로 166,-,중개거래,전남광주 북구,-
52,전남광주통합특별시 목포시 연산동,1925,1925,0,용해7차골드클래스,84.9913,202607,21,"39,500",-,15,개인,개인,2015,연산백련로 22,-,중개거래,전남광주 목포시,-
53,전남광주통합특별시 남구 봉선동,1085,1085,0,봉선3차한국아델리움,84.9738,202607,21,"63,800",-,10,개인,개인,2014,제석로80번길 36,-,직거래,-,-
54,전남광주통합특별시 순천시 조례동,1630,1630,0,중흥파크1,49.77,202607,21,"7,000",-,11,개인,개인,1993,장선배기길 105,-,직거래,-,-
55,전남광주통합특별시 순천시 조례동,1450,1450,0,석호가람휘,59.9028,202607,21,"8,500",-,2,개인,개인,2003,송정길 43,-,직거래,-,-
56,부산광역시 남구 용호동,522-2,522,2,동일타운,67.44,202607,21,"17,000",-,14,개인,개인,1991,동명로170번길 93,-,중개거래,부산 남구,-
57,대전광역시 동구 홍도동,1012,1012,0,홍도동갤러리휴리움,49.7869,202607,21,"25,800",-,18,개인,개인,2023,한남로67번길 193,-,중개거래,"대전 동구, 대전 중구",-
58,전남광주통합특별시 북구 연제동,02월 02일,2,2,광명,42.51,202607,21,"5,000",-,4,개인,개인,1989,효열로 7,-,중개거래,전남광주 북구,-
59,전남광주통합특별시 순천시 조례동,1803,1803,0,왕지아파트,59.76,202607,21,"8,900",-,6,개인,개인,1999,왕궁길 55,-,직거래,-,-
60,인천광역시 검단구 원당동,1018,1018,0,검단신도시푸르지오더베뉴,84.98,202607,21,"68,000",-,1,개인,개인,2021,이음6로 33,-,중개거래,인천 검단구,-
61,경기도 수원시 권선구 권선동,1263,1263,0,신우,74.61,202607,21,"38,800",-,3,개인,개인,1996,권중로 82,-,중개거래,경기 수원시 권선구,-
62,서울특별시 관악구 신림동,1735-1,1735,1,관악산휴먼시아1단지,114.7,202607,21,"79,000",-,4,개인,개인,2008,난곡로 30,-,중개거래,서울 관악구,-
63,대전광역시 서구 둔산동,907,907,0,샘머리1차,59.802,202607,21,"36,000",-,12,개인,개인,1998,문예로 174,-,중개거래,대전 서구,-
64,대전광역시 동구 판암동,839,839,0,삼정그린코아포레스트(1단지),72.4893,202607,21,"38,500",-,8,개인,개인,2018,동부로10번길 55,-,중개거래,대전 동구,-
65,경기도 수원시 권선구 권선동,1315,1315,0,우남1,59.75,202607,21,"39,400",-,11,개인,개인,2002,덕영대로1323번길 25-33,-,중개거래,경기 수원시 권선구,-
66,인천광역시 검단구 원당동,987,987,0,검단신도시로제비앙라포레,84.4159,202607,21,"53,700",-,12,개인,개인,2022,서로3로 277,-,중개거래,인천 검단구,-
67,부산광역시 수영구 망미동,1159,1159,0,망미이진캐스빌,62.6471,202607,21,"37,000",-,12,개인,개인,2017,망미로30번길 51,-,중개거래,부산 수영구,-
68,전남광주통합특별시 서구 화정동,1712,1712,0,더샵염주센트럴파크,110.9962,202607,21,"87,000",-,26,개인,개인,2022,월드컵4강로 27,-,중개거래,전남광주 서구,-
69,전남광주통합특별시 광산구 송정동,1516,1516,0,송정역모아엘가아파트,62.557,202607,21,"29,000",-,7,개인,개인,2018,평동로1101번길 40,-,직거래,-,-
70,인천광역시 서해구 가좌동,611,611,0,"인천가좌두산위브트레지움1,2단지",69.39,202607,21,"45,700",-,21,개인,개인,2017,여우재로 136,-,중개거래,인천 서해구,-
71,부산광역시 부산진구 가야동,55,55,0,화신,59.8,202607,21,"24,000",-,2,개인,개인,1999,가야대로679번길 166,-,중개거래,부산 부산진구,-
72,울산광역시 북구 매곡동,842,842,0,매곡푸르지오1차,84.884,202607,21,"30,900",-,7,개인,개인,2008,신천로 92,-,중개거래,울산 북구,-
73,부산광역시 동래구 온천동,1842,1842,0,온천삼정그린코아더베스트,84.8128,202607,21,"49,000",-,8,개인,개인,2019,중앙대로1493번길 16,-,중개거래,부산 동래구,-
74,부산광역시 북구 덕천동,817,817,0,포레나부산덕천1차,59.9972,202607,21,"49,800",-,7,개인,개인,2022,만덕대로 81,-,중개거래,부산 북구,-
75,인천광역시 부평구 삼산동,445-5,445,5,삼산타운2단지,84.96,202607,21,"56,500",-,17,개인,개인,2005,수변로 333,-,중개거래,인천 부평구,-
76,부산광역시 부산진구 부암동,610-88,610,88,백양산서희스타힐스,65.0978,202607,21,"38,600",-,23,개인,개인,2025,백양산로 22,-,중개거래,부산 부산진구,-
77,대구광역시 동구 대림동,887,887,0,대구혁신센텀힐즈,51.87,202607,21,"17,500",-,15,개인,개인,2018,혁신대로 450,-,중개거래,대구 동구,-
78,대구광역시 달서구 도원동,677-1,677,1,롯데캐슬레이크,84.91,202607,21,"25,000",-,9,개인,개인,2005,상화로58길 86,-,중개거래,대구 달서구,-
79,전남광주통합특별시 북구 유동,141,141,0,금남로대광로제비앙,84.7468,202607,21,"43,900",-,25,개인,개인,2022,서림로 153,-,중개거래,전남광주 북구,-
80,전남광주통합특별시 광산구 운남동,771-1,771,1,운남주공4단지,59.76,202607,21,"16,150",-,13,개인,개인,1996,목련로273번안길 30,-,중개거래,전남광주 광산구,-
81,전남광주통합특별시 북구 일곡동,849-9,849,9,대우,59.946,202607,21,"19,000",-,7,개인,개인,1998,일곡택지로 50,-,중개거래,전남광주 북구,-
82,대전광역시 서구 정림동,584,584,0,우성,84.935,202607,21,"23,300",-,15,개인,개인,1993,정림로 55,-,중개거래,대전 서구,-
83,대전광역시 서구 정림동,641-1,641,1,늘푸른,51.096,202607,21,"12,200",-,6,개인,개인,1996,정림로 11,-,중개거래,대전 서구,-
84,전남광주통합특별시 서구 쌍촌동,1385,1385,0,상무한국아델리움,84.953,202607,21,"39,000",-,17,개인,개인,2019,내방로241번길 10,-,중개거래,전남광주 서구,-
85,경상북도 영천시 금호읍 원제리,20,20,0,금호윤성모닝타운,29.94,202607,21,"2,870",-,5,개인,개인,2018,원제2길 16-8,-,직거래,-,-
86,경기도 이천시 장호원읍 진암리,778,778,0,송전더존빌,46.1168,202607,21,"7,200",-,9,개인,개인,2007,서동대로 8694-55,-,직거래,-,-
87,경기도 평택시 고덕동,Jan-01,2501,1,고덕국제신도시제일풍경채2차에듀,84.908,202607,21,"75,000",-,20,개인,개인,2023,고덕국제8로 100,-,중개거래,경기 평택시,-
88,경상북도 경주시 현곡면 하구리,1285,1285,0,경주센트럴푸르지오,84.8725,202607,21,"31,300",-,16,개인,개인,2019,용담로 548,-,중개거래,경북 경주시,-
89,충청북도 청주시 흥덕구 봉명동,1603,1603,0,신라(임대),34.2,202607,21,"5,300",-,2,법인,개인,1991,과상미로9번길 102-14,-,중개거래,충북 청주시 흥덕구,-
90,경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,110.122,202607,21,"32,000",-,7,개인,개인,2006,청석로 300,-,중개거래,경기 파주시,-
91,경상남도 김해시 무계동,156-1,156,1,석봉마을9단지부영5차,47.382,202607,21,"8,300",-,6,개인,개인,2002,금관대로599번길 27,-,중개거래,경남 김해시,-
92,경기도 안성시 일죽면 송천리,610,610,0,일죽아이시타운,80.483,202607,21,"13,500",-,6,개인,개인,2002,서동대로 7416-10,-,직거래,-,-
93,경기도 파주시 아동동,283,283,0,팜스프링(283-0),84.942,202607,21,"20,500",-,4,개인,개인,2001,송화로 13,-,중개거래,경기 파주시,-
94,경기도 고양시 일산서구 주엽동,65,65,0,"강선마을7단지(삼환,유원)",71.063,202607,21,"44,500",-,4,개인,개인,1993,강선로 71,-,중개거래,경기 고양시 일산서구,-
95,경상남도 창원시 마산합포구 산호동,651,651,0,창원칸타빌오션뷰,74.8907,202607,21,"32,000",-,35,개인,개인,2021,합포동6길 8,-,직거래,-,-
96,경기도 고양시 덕양구 신원동,661,661,0,삼송10단지동일스위트2차,76.1337,202607,21,"59,300",-,4,개인,개인,2018,신원1로 70,-,중개거래,경기 고양시 덕양구,-
97,경기도 파주시 동패동,200-1,200,1,한울마을2단지운정벽산블루밍아파트,84.556,202607,21,"34,000",-,2,개인,개인,2001,동패로 117,-,중개거래,경기 파주시,-
98,경기도 양평군 양평읍 백안리,875,875,0,블루밍1단지,101.8463,202607,21,"28,700",-,8,개인,개인,2010,중앙로167번길 60,-,중개거래,경기 양평군,-
99,충청남도 천안시 서북구 성성동,827,827,0,천안시티자이,84.9474,202607,21,"44,500",-,38,개인,개인,2018,성성6로 21,-,중개거래,충남 천안시 서북구,-
100,경기도 용인시 수지구 신봉동,946,946,0,동부센트레빌6단지,124.833,202607,21,"92,000",-,14,개인,개인,2010,신봉1로 216,-,중개거래,경기 용인시 수지구,-
101,경기도 고양시 덕양구 향동동,570,570,0,DMC리슈빌더포레스트,74.4654,202607,21,"79,500",-,18,개인,개인,2019,향기로 30,-,중개거래,경기 고양시 덕양구,-
102,충청남도 부여군 부여읍 동남리,41,41,0,동남주공,39.72,202607,21,"8,300",-,1,개인,개인,1987,금성로 20,-,중개거래,충남 부여군,-
103,경상남도 창원시 마산합포구 자산동,330-5,330,5,동성가든,78.3,202607,21,"4,000",-,5,개인,개인,1986,자산서14길 85,-,직거래,-,-
104,경기도 남양주시 오남읍 양지리,620,620,0,오남쌍용스윗닷홈지티1단지,84.877,202607,21,"30,800",-,6,개인,개인,2005,양지로281번길 16,-,중개거래,경기 남양주시,-
105,경상남도 김해시 신문동,1521,1521,0,장유경동리인하이스트,78.9971,202607,21,"28,800",-,10,개인,개인,2019,장유로334번길 9,-,중개거래,"경남 김해시, 경남 창원시 마산합포구",-
106,경상북도 포항시 북구 우현동,Aug-94,94,8,대동우방타운,59.94,202607,21,"12,000",-,8,개인,개인,1994,중앙로419번길 21,-,중개거래,경북 포항시 북구,-
107,경기도 용인시 수지구 동천동,862,862,0,동천마을현대홈타운2차,84.975,202607,21,"72,000",-,19,개인,개인,2002,동천로63번길 10,-,직거래,-,-
108,충청북도 청주시 청원구 오창읍 각리,638-1,638,1,우림필유1차,59.86,202607,21,"20,300",-,3,개인,개인,2006,오창중앙로 13,-,중개거래,충북 청주시 청원구,-
109,경상남도 창원시 의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,68.9762,202607,21,"23,000",-,13,개인,개인,2017,감계로 233,-,중개거래,경남 창원시 마산합포구,-
110,경기도 의정부시 장암동,20,20,0,동아,59.925,202607,21,"34,000",-,17,개인,개인,1997,장곡로 240,-,중개거래,경기 의정부시,-
111,경기도 화성시 효행구 기안동,349,349,0,우림그린빌리지,83.39,202607,21,"25,300",-,9,개인,개인,2001,효행로265번길 17,-,중개거래,경기 화성시 효행구,-
112,경기도 안양시 만안구 석수동,275-1,275,1,현대아파트,114.93,202607,21,"65,000",-,15,개인,개인,1999,안양로532번길 12,-,직거래,-,-
113,충청북도 청주시 서원구 모충동,249-19,249,19,힐탑아파트,21.96,202607,21,"4,800",-,6,개인,개인,1991,남들로25번길 32-1,-,직거래,-,-
114,충청북도 청주시 서원구 모충동,249-19,249,19,힐탑아파트,21.96,202607,21,"4,800",-,6,개인,개인,1991,남들로25번길 32-1,-,직거래,-,-
115,충청북도 청주시 서원구 모충동,249-19,249,19,힐탑아파트,21.96,202607,21,"4,800",-,5,개인,개인,1991,남들로25번길 32-1,-,직거래,-,-
116,경기도 광주시 곤지암읍 삼리,125-1,125,1,곤지암킴스빌리지,50.55,202607,21,"19,500",-,13,개인,개인,2001,평촌길 20,-,직거래,-,-
117,충청북도 청주시 청원구 율량동,1206,1206,0,현대(1206),133.8,202607,21,"32,000",-,8,개인,개인,1992,주성로132번길 54,-,중개거래,충북 청주시 청원구,-
118,충청북도 청주시 서원구 모충동,249-19,249,19,힐탑아파트,21.96,202607,21,"4,800",-,4,개인,개인,1991,남들로25번길 32-1,-,직거래,-,-
119,경기도 화성시 효행구 기안동,349,349,0,우림그린빌리지,83.39,202607,21,"24,500",-,12,개인,개인,2001,효행로265번길 17,-,중개거래,경기 화성시 효행구,-
120,경기도 시흥시 은행동,620,620,0,은계브리즈힐,74.91,202607,21,"51,500",-,2,개인,개인,2019,은계중앙로 118,-,중개거래,경기 시흥시,-
121,충청북도 청주시 서원구 모충동,249-19,249,19,힐탑아파트,21.96,202607,21,"4,800",-,2,개인,개인,1991,남들로25번길 32-1,-,직거래,-,-
122,충청남도 아산시 음봉면 동암리,714,714,0,아산더샵레이크시티3차,84.98,202607,21,"22,000",-,8,개인,개인,2015,음봉로 515-37,-,중개거래,충남 아산시,-
123,충청북도 청주시 서원구 사직동,931,931,0,푸르지오캐슬(101~117),84.4,202607,21,"31,400",-,13,개인,개인,2010,예체로 68,-,중개거래,충북 청주시 서원구,-
124,충청남도 서산시 동문동,1274,1274,0,서산동문꿈에그린아파트,84.63,202607,21,"18,700",-,3,개인,개인,2018,서령로 157-27,-,중개거래,충남 서산시,-
125,경기도 평택시 고덕동,1897-3,1897,3,신안인스빌시그니처,84.0374,202607,21,"51,400",-,7,개인,개인,2020,고덕국제대로 203,-,중개거래,경기 평택시,-
126,경상남도 양산시 신기동,508-3,508,3,신기주공,44.94,202607,21,"7,800",-,10,개인,개인,1993,신기서길 23,-,중개거래,경남 양산시,-
127,경기도 남양주시 오남읍 양지리,111-2,111,2,오남1청구,119.27,202607,21,"33,500",-,12,개인,개인,2000,진건오남로797번길 22,-,중개거래,경기 남양주시,-
128,경상북도 경주시 성건동,352-2,352,2,선파크,84.981,202607,21,"17,500",-,7,개인,개인,2016,동성로 33-1,-,중개거래,경북 경주시,-
129,경상남도 창원시 마산합포구 월영동,738,738,0,마린애시앙부영,84.9463,202607,21,"38,200",-,28,개인,개인,2019,가포순환로 33,-,중개거래,"경남 창원시 마산합포구, 대전 서구",-
130,경상북도 경산시 백천동,571-2,571,2,경산백천월드메르디앙,77.9979,202607,21,"19,800",-,14,개인,개인,2005,경청로221길 12,-,중개거래,경북 경산시,-
131,경기도 안산시 단원구 고잔동,670,670,0,주공7,64.62,202607,21,"32,000",-,11,개인,개인,1987,당곡3로 3,-,중개거래,경기 안산시 단원구,-
132,경기도 군포시 금정동,849,849,0,주공(1단지),41.85,202607,21,"27,000",-,4,개인,개인,1992,산본로 296,-,중개거래,경기 군포시,-
133,경상북도 경산시 하양읍 동서리,1083,1083,0,신현대,14.4907,202607,21,"2,800",-,2,개인,개인,2014,하양로33길 6-7,-,중개거래,경북 경산시,-
134,경기도 용인시 수지구 성복동,752,752,0,성동마을수지자이,149.554,202607,21,"88,000",-,5,개인,개인,2006,성복2로 174,-,중개거래,경기 용인시 수지구,-
135,경상남도 창원시 마산합포구 월영동,738,738,0,마린애시앙부영,84.9463,202607,21,"44,000",-,19,개인,개인,2019,가포순환로 33,-,중개거래,경남 창원시 마산합포구,-
136,경기도 시흥시 산현동,502,502,0,목감레이크푸르지오,59.0551,202607,21,"43,000",-,16,개인,개인,2018,목감남서로 92-30,-,중개거래,경기 시흥시,-
137,경기도 안양시 만안구 석수동,296,296,0,럭키,76.61,202607,21,"50,500",-,12,개인,개인,1987,석수로 40,-,중개거래,경기 안양시 만안구,-
138,경상남도 양산시 어곡동,645-18,645,18,성신,49.98,202607,21,"3,500",-,11,개인,개인,1992,두전길 42-3,-,중개거래,경남 양산시,-
139,경기도 안양시 동안구 호계동,1278,1278,0,금호어울림,70.22,202607,21,"48,000",-,7,개인,개인,2012,호성로 20,-,중개거래,경기 안양시 동안구,-
140,경기도 용인시 처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,63.6851,202607,21,"45,700",-,9,개인,개인,2019,경안천로 196-1,-,중개거래,경기 용인시 처인구,-
141,경기도 화성시 병점구 반월동,870,870,0,신영통현대4차,84.9485,202607,21,"28,350",-,7,개인,개인,2002,영통로27번길 20,-,직거래,-,-
142,경상북도 경주시 충효동,3022,3022,0,경주충효신원아침도시,84.8054,202607,21,"18,000",-,2,개인,개인,2015,충효1길 8,-,직거래,-,-
143,충청북도 청주시 흥덕구 복대동,3029,3029,0,현대2,60,202607,21,"20,000",-,10,개인,개인,1999,증안로 77,-,중개거래,충북 청주시 흥덕구,-
144,경상북도 경산시 대평동,463,463,0,협성휴포레경산대평,76.9997,202607,21,"25,600",-,21,개인,개인,2018,대평길 8,-,중개거래,경북 경산시,-
145,충청북도 제천시 고암동,1250,1250,0,고암주공1,47.25,202607,21,"6,300",-,3,개인,개인,1986,고암로14길 13,-,중개거래,충북 제천시,-
146,경기도 시흥시 정왕동,1877-2,1877,2,세종2,59.88,202607,21,"25,000",-,9,개인,개인,1997,함송로29번길 38,-,중개거래,경기 시흥시,-
147,경기도 부천시 오정구 작동,75,75,0,적성-1,53.88,202607,21,"18,000",-,3,개인,개인,1989,까치로118번길 26,-,직거래,-,-
148,경상남도 창원시 진해구 자은동,121,121,0,자은프라임,59.81,202607,21,"22,150",-,10,개인,개인,2015,냉천로 257,-,중개거래,경남 창원시 진해구,-
149,경기도 시흥시 산현동,502,502,0,목감레이크푸르지오,59.0365,202607,21,"46,700",-,21,개인,개인,2018,목감남서로 92-30,-,중개거래,경기 시흥시,-
150,충청북도 청주시 흥덕구 옥산면 가락리,953,953,0,흥덕코오롱하늘채아파트,59.9318,202607,21,"19,000",-,14,개인,개인,2016,가락길 60,-,직거래,-,-
151,경상남도 창원시 성산구 사파정동,1127,1127,0,성산반도유보라아이비파크,78.9547,202607,21,"59,800",-,8,개인,개인,2022,비음로 191,-,중개거래,경남 창원시 성산구,-
152,경기도 광주시 태전동,702,702,0,힐스테이트태전6지구(1601동~1608동),72.8997,202607,21,"49,700",-,7,개인,개인,2017,태성로 107,-,중개거래,경기 광주시,-
153,경상남도 김해시 삼계동,1561,1561,0,삼계삼정그린코아더베스트,60.969,202607,21,"27,000",-,23,개인,개인,2023,생림대로 31,-,직거래,-,-
154,경상남도 김해시 삼계동,610,610,0,삼계이안,84.9523,202607,21,"24,800",-,1,개인,개인,2007,해반천로278번길 12-27,-,중개거래,경남 김해시,-
155,경상남도 창원시 마산합포구 월남동5가,8,8,0,월영마크리움주상복합,63.9086,202607,21,"27,600",-,25,개인,개인,2017,3·15대로 9,-,중개거래,경남 창원시 마산합포구,-
156,경기도 화성시 병점구 병점동,359,359,0,대창,84.97,202607,21,"35,400",-,5,개인,개인,1997,병점2로 15,-,중개거래,경기 화성시 병점구,-
157,경기도 남양주시 화도읍 묵현리,628,628,0,남양주두산위브트레지움,84.951,202607,21,"42,000",-,28,개인,개인,2020,비룡로 186,-,중개거래,경기 남양주시,-
158,경기도 평택시 안중읍 현화리,828-1,828,1,늘푸른사랑마을,59.755,202607,21,"13,300",-,8,개인,개인,1999,안현로서7길 79,-,직거래,-,-
159,충청남도 서산시 예천동,1727,1727,0,센텀파크뷰서희,80.1603,202607,21,"33,800",-,19,개인,개인,2021,고운로 17,-,중개거래,충남 서산시,-
160,경기도 시흥시 정왕동,Jan-42,1942,1,계룡2,84.91,202607,21,"29,850",-,8,개인,개인,1998,정왕대로28번길 8,-,중개거래,경기 시흥시,-
161,경상남도 창원시 진해구 장천동,119-12,119,12,진해장천대동다:숲,84.8893,202607,21,"27,000",-,6,개인,개인,2007,행암로 25,-,중개거래,경남 창원시 진해구,-
