NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
356,전남광주통합특별시 남구 봉선동,1076,1076,0,포스코더샵,59.89,202607,20,"34,800",-,5,개인,개인,2004,효사랑길 14,-,중개거래,전남광주 남구,-
357,울산광역시 동구 전하동,640-1,640,1,전하아이파크,101.4164,202607,20,"45,000",-,16,개인,개인,2012,봉수로 270,-,중개거래,울산 동구,-
358,세종특별자치시  고운동,1705,1705,0,가락마을5단지(유승한내들),59.9058,202607,20,"31,500",-,11,개인,개인,2015,마음안로 34,-,중개거래,세종,-
359,울산광역시 동구 전하동,640-1,640,1,전하아이파크,84.9833,202607,20,"47,400",-,20,개인,개인,2012,봉수로 270,-,중개거래,울산 동구,-
360,서울특별시 양천구 목동,911,911,0,목동신시가지6,95.03,202607,20,"310,000",-,9,개인,개인,1986,목동동로 430,-,중개거래,서울 양천구,-
361,인천광역시 미추홀구 주안동,216-8,216,8,주안애팰리스2(2동),56.36,202607,20,"12,800",-,11,개인,개인,2015,석바위로 45,-,중개거래,인천 미추홀구,-
362,서울특별시 영등포구 대림동,777-1,777,1,신동아,53.37,202607,20,"49,600",-,4,개인,개인,1987,가마산로 312,-,직거래,-,-
363,부산광역시 남구 용호동,776-3,776,3,벽산화이트타워,59.97,202607,20,"11,100",-,15,개인,개인,1994,용호로269번길 90,-,중개거래,부산 남구,-
364,부산광역시 남구 용호동,944,944,0,오륙도에스케이뷰,84.9636,202607,20,"40,000",-,29,개인,개인,2008,오륙도로 85,-,중개거래,부산 남구,-
365,서울특별시 강남구 대치동,316,316,0,은마,84.43,202607,20,"369,500",-,1,개인,개인,1980,삼성로 212,-,중개거래,서울 강남구,-
366,전남광주통합특별시 북구 유동,141,141,0,금남로대광로제비앙,84.8616,202607,20,"41,000",-,29,개인,개인,2022,서림로 153,-,중개거래,전남광주 북구,-
367,세종특별자치시  아름동,1339,1339,0,범지기마을1단지(한양수자인에듀센텀),71.484,202607,20,"51,000",-,7,개인,개인,2015,절재로 13,-,중개거래,세종,-
368,전남광주통합특별시 광산구 신가동,1030,1030,0,신창7차부영사랑으로,84.9931,202607,20,"28,200",-,10,개인,개인,2006,신창로35번길 54,-,중개거래,전남광주 광산구,-
369,부산광역시 서구 동대신동1가,420,420,0,동대신역비스타동원아파트,59.997,202607,20,"43,000",-,16,개인,개인,2021,보수대로154번길 29,-,중개거래,부산 서구,-
370,전남광주통합특별시 서구 풍암동,1132,1132,0,우미광장,59.955,202607,20,"16,500",-,8,개인,개인,2000,풍암순환로 183,-,중개거래,전남광주 서구,-
371,경기도 수원시 팔달구 인계동,1171,1171,0,수원인계동동문굿모닝힐아파트,63.5227,202607,20,"57,100",-,3,개인,개인,2020,중부대로220번길 10,-,중개거래,경기 수원시 팔달구,-
372,인천광역시 부평구 십정동,608-4,608,4,십정뜨란채1단지,84.6,202607,20,"41,000",-,12,개인,개인,2005,이규보로 79,-,중개거래,인천 부평구,-
373,부산광역시 금정구 남산동,02월 23일,23,2,남산동신화하니엘,74.43,202607,20,"22,000",-,17,개인,개인,2014,중앙대로 2100-1,-,중개거래,부산 금정구,-
374,울산광역시 북구 신천동,358-9,358,9,협성노블리스,59.945,202607,20,"18,900",-,14,개인,개인,2003,호계로 309-20,-,중개거래,울산 북구,-
375,부산광역시 사하구 감천동,181-1,181,1,남성한빛가든,84.84,202607,20,"13,500",-,1,개인,개인,1995,감천로 175,-,중개거래,부산 사하구,-
376,경기도 수원시 권선구 구운동,463,463,0,강남,76.53,202607,20,"50,000",-,4,개인,개인,1991,수성로 18,-,중개거래,경기 수원시 권선구,-
377,부산광역시 동래구 명륜동,782,782,0,명륜2차아이파크1단지,108.7392,202607,20,"83,300",-,20,개인,개인,2015,시실로 49,-,중개거래,부산 동래구,-
378,전남광주통합특별시 서구 화정동,1612,1612,0,유니버시아드힐스테이트3단지,84.98,202607,20,"51,000",-,4,개인,개인,2016,화운로 24,-,중개거래,전남광주 서구,-
379,울산광역시 남구 옥동,185,185,0,서강파크(A~C동),84.24,202607,20,"26,500",-,5,개인,개인,1989,은월로2번길 39,-,중개거래,울산 남구,-
380,서울특별시 은평구 불광동,635,635,0,북한산힐스테이트1차아파트,114.942,202607,20,"116,000",-,4,개인,개인,2009,불광로2길 33,-,중개거래,서울 은평구,-
381,인천광역시 부평구 부평동,May-70,70,5,동아(1차),76.74,202607,20,"57,500",-,7,개인,개인,1989,부평문화로 37,-,중개거래,인천 부평구,-
382,전남광주통합특별시 동구 계림동,1827,1827,0,그랜드센트럴,84.949,202607,20,"47,000",-,9,개인,개인,2020,경양로 234,-,중개거래,전남광주 북구,-
383,부산광역시 서구 암남동,778,778,0,e편한세상송도더퍼스트비치,59.956,202607,20,"39,235",-,10,개인,법인,2024,충무대로21번길 9,-,직거래,-,-
384,경기도 성남시 분당구 수내동,36,36,0,양지마을(2단지)(청구),134.8,202607,20,"260,000",-,7,개인,개인,1992,내정로 185,-,중개거래,경기 성남시 분당구,-
385,부산광역시 동구 초량동,1226,1226,0,범양레우스센트럴베이,84.9654,202607,20,"58,000",-,12,개인,개인,2020,초량중로 114,-,중개거래,부산 동구,-
386,서울특별시 금천구 시흥동,806,806,0,시흥동월드메르디앙,59.88,202607,20,"47,500",-,3,개인,개인,2006,독산로36길 36,-,중개거래,서울 금천구,-
387,경기도 수원시 권선구 금곡동,66,66,0,강남,59.81,202607,20,"30,300",-,15,개인,개인,1996,서수원로 607,-,중개거래,경기 수원시 권선구,-
388,인천광역시 남동구 논현동,749-1,749,1,논현센트럴뷰,59.84,202607,20,"42,300",-,22,개인,개인,2014,논고개로68번길 34,-,중개거래,인천 남동구,-
389,인천광역시 남동구 논현동,634-1,634,1,어진마을한화꿈에그린(6단지),119.951,202607,20,"55,800",-,14,개인,개인,2007,논현로 106,-,중개거래,인천 남동구,-
390,인천광역시 남동구 논현동,600-9,600,9,주공13단지(푸르내마을),51.86,202607,20,"25,200",-,4,개인,개인,2006,포구로 98,-,중개거래,인천 남동구,-
391,전남광주통합특별시 북구 운암동,1089-2,1089,2,우미3,85,202607,20,"21,000",-,5,개인,개인,1998,서강로131번길 60,-,중개거래,"광주 북구, 전남광주 북구",-
392,전남광주통합특별시 북구 운암동,67,67,0,벽산블루밍메가씨티1단지,84.7489,202607,20,"35,000",-,19,개인,개인,2008,서강로54번길 55,-,중개거래,전남광주 북구,-
393,경기도 수원시 권선구 곡반정동,548,548,0,권선신일유토빌,59.9986,202607,20,"35,900",-,10,개인,개인,2013,동수원로146번길 281-25,-,중개거래,경기 수원시 권선구,-
394,전남광주통합특별시 순천시 연향동,1387,1387,0,금호타운,59.88,202607,20,"10,000",-,3,개인,개인,1995,연향1로 40,-,직거래,-,-
395,부산광역시 부산진구 연지동,198-1,198,1,로얄,84.9,202607,20,"36,500",-,4,개인,개인,1986,국악로 5,-,중개거래,부산 부산진구,-
396,대전광역시 유성구 전민동,464-1,464,1,엑스포,84.173,202607,20,"44,800",-,11,개인,개인,1994,엑스포로 448,-,중개거래,대전 유성구,-
397,전남광주통합특별시 북구 운암동,1783,1783,0,중외공원모아미래도,81.2155,202607,20,"44,000",-,16,개인,개인,2022,서강로 171,-,중개거래,전남광주 북구,-
398,전남광주통합특별시 서구 내방동,385-1,385,1,해태(385-1),84.87,202607,20,"22,000",-,19,개인,개인,2000,월드컵4강로226번길 5,-,중개거래,"전남광주 광산구, 전남광주 서구",-
399,울산광역시 북구 중산동,1276,1276,0,오토밸리한양립스포레스트,59.9224,202607,20,"28,800",-,19,개인,개인,2022,중산서로 36,-,중개거래,울산 북구,-
400,울산광역시 북구 천곡동,1020-21,1020,21,일지리버타워,84.78,202607,20,"10,000",-,19,개인,개인,1993,천곡길 51-6,-,중개거래,울산 북구,-
401,대전광역시 서구 관저동,1595,1595,0,관저지구효성해링턴플레이스,84.8694,202607,20,"44,700",-,12,개인,개인,2016,관저동로 12,-,중개거래,대전 서구,-
402,전남광주통합특별시 북구 문흥동,787-6,787,6,우성,121.79,202607,20,"20,000",-,11,개인,개인,1990,호동로 99,-,중개거래,전남광주 북구,-
403,울산광역시 북구 산하동,969-1,969,1,울산블루마시티서희스타힐스블루원아파트,84.5605,202607,20,"35,500",-,27,개인,개인,2016,산하중앙3로 142,-,중개거래,울산 북구,-
404,대전광역시 서구 관저동,1130,1130,0,신선마을,99.97,202607,20,"41,800",-,4,개인,개인,2000,관저로 83,-,중개거래,대전 서구,-
405,전남광주통합특별시 북구 각화동,724,724,0,더샵광주포레스트,84.9987,202607,20,"47,500",-,15,개인,개인,2023,동문대로249번길 12,-,중개거래,전남광주 북구,-
406,대전광역시 서구 관저동,1148,1148,0,구봉마을주공8-1,59.47,202607,20,"20,000",-,14,개인,개인,1999,관저로 84,-,중개거래,대전 서구,-
407,울산광역시 북구 효문동,1039,1039,0,효문코오롱하늘채,72.11,202607,20,"33,900",-,17,개인,개인,2018,율동2길 8,-,중개거래,울산 북구,-
408,인천광역시 검단구 당하동,1031,1031,0,원당풍림아이원,74.0892,202607,20,"27,500",-,16,개인,개인,2004,원당대로840번길 21,-,중개거래,인천 검단구,-
409,부산광역시 사하구 하단동,618-6,618,6,아람센트럴시티,54.255,202607,20,"21,000",-,8,개인,개인,2017,낙동대로451번안길 8,-,직거래,-,-
410,경기도 성남시 중원구 은행동,550,550,0,은행주공,39.15,202607,20,"45,948",-,5,법인,개인,1987,산성대로552번길 15,-,직거래,-,-
411,전남광주통합특별시 여수시 학동,54,54,0,신동아파밀리에,84.5752,202607,20,"29,500",-,9,개인,개인,2008,무선로 50,-,중개거래,전남광주 여수시,-
412,대구광역시 달성군 다사읍 세천리,1566-1,1566,1,다사세천한라비발디,84.021,202607,20,"32,000",-,16,개인,개인,2016,세천로 187,-,중개거래,대구 달성군,-
413,전남광주통합특별시 북구 두암동,73,73,0,라인동산,59.79,202607,20,"14,200",-,8,개인,개인,1995,삼정로 112,-,중개거래,전남광주 북구,-
414,대전광역시 동구 용운동,783,783,0,e편한세상 대전에코포레,75.3488,202607,20,"38,500",-,8,개인,개인,2020,용운로 203,-,중개거래,대전 동구,-
415,부산광역시 해운대구 좌동,1419,1419,0,롯데4,59.6,202607,20,"36,300",-,21,개인,개인,1999,좌동순환로217번길 8,-,중개거래,"부산 부산진구, 부산 해운대구",-
416,서울특별시 중랑구 면목동,1519,1519,0,신성,59.91,202607,20,"61,000",-,15,개인,개인,1998,중랑천로 43,-,중개거래,서울 중랑구,-
417,대구광역시 북구 국우동,1079,1079,0,부영1차,81.1563,202607,20,"21,000",-,2,개인,개인,2002,학정동로 7,-,직거래,-,-
418,전남광주통합특별시 동구 계림동,1827,1827,0,그랜드센트럴,59.9048,202607,20,"36,900",-,30,개인,개인,2020,경양로 234,-,중개거래,"전남광주 동구, 전남광주 북구",-
419,전남광주통합특별시 여수시 학동,391,391,0,e편한세상여수더퍼스트,84.9971,202607,20,"48,000",-,13,개인,개인,2021,학동북4길 7,-,중개거래,전남광주 여수시,-
420,서울특별시 노원구 중계동,505,505,0,상아,72.73,202607,20,"83,000",-,8,개인,개인,1989,섬밭로 265,-,중개거래,서울 노원구,-
421,부산광역시 연제구 거제동,1468-1,1468,1,거제동월드메르디앙,101.9945,202607,20,"73,000",-,26,개인,개인,2005,거제천로 233,-,중개거래,부산 연제구,-
422,전남광주통합특별시 목포시 옥암동,1329,1329,0,모아엘가,84.9833,202607,20,"34,000",-,16,개인,개인,2010,남악2로22번길 58,-,중개거래,전남광주 무안군,-
423,울산광역시 남구 신정동,1877,1877,0,두산위브더제니스,120.6604,202607,20,"51,500",-,20,개인,개인,2010,신정로203번길 61,-,중개거래,울산 남구,-
424,울산광역시 남구 신정동,1834,1834,0,울산신정센트럴하임,60.1999,202607,20,"36,900",-,10,개인,개인,2019,대암로 14,-,중개거래,울산 남구,-
425,대구광역시 달성군 다사읍 매곡리,1537,1537,0,대실역청아람1단지,59.9748,202607,20,"23,200",-,10,개인,개인,2008,대실역북로 38,-,직거래,-,-
426,전남광주통합특별시 광양시 성황동,1860,1860,0,광양센트럴자이,84.9986,202607,20,"41,500",-,22,개인,개인,2022,성황수동로 21,-,중개거래,전남광주 광양시,-
427,대전광역시 중구 유천동,10월 04일,10,4,남촌현대,84.96,202607,20,"28,000",-,3,개인,개인,1995,계백로 1643,-,중개거래,대전 중구,-
428,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202607,20,"53,000",-,10,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,-
429,대구광역시 동구 신암동,766,766,0,신암뜨란채,84.95,202607,20,"34,400",-,15,개인,개인,2005,아양로7길 12,-,중개거래,대구 동구,-
430,대전광역시 중구 태평동,383-1,383,1,삼부1,57.79,202607,20,"10,000",-,1,개인,개인,1980,태평로 80,-,직거래,-,-
431,부산광역시 동래구 안락동,603-3,603,3,안락스위첸,84.5942,202607,20,"55,000",-,18,개인,개인,2024,연안로59번길 90,-,중개거래,부산 동래구,-
432,전남광주통합특별시 북구 삼각동,533,533,0,삼각동그린타운,59.82,202607,20,"17,200",-,9,개인,개인,1997,설죽로389번길 70,-,중개거래,전남광주 북구,-
433,대구광역시 달성군 구지면 창리,1434,1434,0,대구국가산단디에트르더센트럴,84.9164,202607,20,"26,300",-,19,개인,개인,2021,국가산단대로70길 17,-,중개거래,대구 달성군,-
434,전남광주통합특별시 북구 삼각동,839,839,0,신일곡골드클래스,75.9006,202607,20,"40,600",-,9,개인,개인,2018,설죽로 416,-,중개거래,전남광주 북구,-
435,울산광역시 북구 염포동,326,326,0,염포성원상떼빌,84.69,202607,20,"20,200",-,23,개인,개인,2004,염포로 685,-,중개거래,울산 북구,-
436,전남광주통합특별시 북구 매곡동,215-2,215,2,서강프라자,59.95,202607,20,"9,700",-,8,개인,개인,1995,어매마을길17번길 16,-,중개거래,전남광주 북구,-
437,대구광역시 군위군 군위읍 서부리,160,160,0,명성4,84.12,202607,20,"8,500",-,1,개인,개인,1993,동산새길 20-11,-,중개거래,대구 군위군,-
438,울산광역시 울주군 언양읍 동부리,360-1,360,1,언양동부주공,49.85,202607,20,"12,000",-,11,개인,개인,1999,북문8길 17,-,중개거래,울산 울주군,-
439,전남광주통합특별시 북구 본촌동,3102,3102,0,힐스테이트본촌,84.9976,202607,20,"44,000",-,16,개인,개인,2019,본촌마을길 157-22,-,중개거래,전남광주 북구,-
440,인천광역시 연수구 송도동,397-8,397,8,힐스테이트레이크송도2차,84.96,202607,20,"68,250",-,11,개인,개인,2020,아카데미로 446,-,중개거래,인천 연수구,-
441,대전광역시 서구 둔산동,1383,1383,0,영진햇님,93.105,202607,20,"91,000",-,8,개인,개인,1993,둔산북로 175,-,중개거래,대전 서구,-
442,전남광주통합특별시 목포시 연산동,1944,1944,0,목포용해2지구모아엘가에듀파크,59.9858,202607,20,"17,600",-,1,개인,개인,2019,연산백련로1번길 69,-,중개거래,전남광주 목포시,-
443,전남광주통합특별시 목포시 연산동,1260,1260,0,연산주공4단지,39.74,202607,20,"5,700",-,12,개인,개인,1996,원산중앙로 87,-,중개거래,전남광주 목포시,-
444,부산광역시 해운대구 재송동,1324,1324,0,센텀협성르네상스타운,84.4011,202607,20,"60,000",-,14,개인,개인,2013,해운대로38번길 60,-,중개거래,부산 해운대구,-
445,부산광역시 해운대구 재송동,1324,1324,0,센텀협성르네상스타운,84.4011,202607,20,"60,000",-,14,개인,개인,2013,해운대로38번길 60,20260720,중개거래,부산 해운대구,-
446,대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,202607,20,"106,000",-,11,개인,개인,1992,둔산북로 160,-,중개거래,대전 서구,-
447,부산광역시 부산진구 개금동,455,455,0,엘지신개금(2-1),60,202607,20,"23,500",-,21,개인,개인,1998,백양대로300번길 20,-,중개거래,부산 부산진구,-
448,부산광역시 기장군 정관읍 모전리,730,730,0,이지더원3차,84.97,202607,20,"31,000",-,1,개인,개인,2015,정관로 350,-,중개거래,부산 기장군,-
449,전남광주통합특별시 북구 연제동,Jan-36,36,1,현대,71.175,202607,20,"12,500",-,6,개인,개인,1992,양일로 55,-,중개거래,전남광주 북구,-
450,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,84.8,202607,20,"47,000",-,7,개인,개인,2002,선수촌로 122,-,중개거래,부산 해운대구,-
451,부산광역시 해운대구 반여동,1088,1088,0,반여현대,134.88,202607,20,"30,500",-,11,개인,개인,1995,삼어로 131,-,중개거래,부산 해운대구,-
452,부산광역시 해운대구 반여동,1672,1672,0,해운대더샵센텀그린,59.9607,202607,20,"34,000",-,18,개인,개인,2019,해운대로61번길 73,-,중개거래,부산 해운대구,-
453,전남광주통합특별시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),84.9964,202607,20,"48,500",-,5,개인,개인,2021, ,-,중개거래,전남광주 동구,-
454,부산광역시 부산진구 초읍동,676,676,0,포레나부산초읍,84.9107,202607,20,"55,750",-,11,개인,개인,2020,초연로 6,-,중개거래,부산 부산진구,-
455,전남광주통합특별시 광양시 광양읍 용강리,919,919,0,남해오네뜨,84.922,202607,20,"15,400",-,8,개인,개인,2014,와룡길 43,-,중개거래,전남광주 광양시,-
456,전남광주통합특별시 서구 양동,Feb-61,61,2,우진,71.41,202607,20,"20,700",-,2,개인,개인,1977,독립로 195,-,중개거래,전남광주 남구,-
457,인천광역시 검단구 마전동,1029-2,1029,2,검단1차대주피오레,77.3694,202607,20,"34,300",-,15,개인,개인,2007,완정로65번안길 10,-,중개거래,인천 검단구,-
458,전남광주통합특별시 서구 화정동,440,440,0,화정우미,59.83,202607,20,"19,000",-,4,개인,개인,1996,염화로31번길 23,20260720,중개거래,전남광주 서구,-
459,대구광역시 수성구 범어동,551-7,551,7,범어네거리클래시아,46.2928,202607,20,"20,000",-,15,개인,개인,2020,달구벌대로480길 9,-,직거래,-,-
460,부산광역시 기장군 기장읍 대라리,148-6,148,6,테마파크빌1차,84.67,202607,20,"11,000",-,3,개인,개인,2003,차성동로5번길 32,-,중개거래,부산 기장군,-
461,대구광역시 동구 도동,05월 20일,20,5,에덴공항3,59.95,202607,20,"6,200",-,6,개인,개인,1990,팔공로26길 49,-,중개거래,대구 동구,-
462,경기도 성남시 수정구 신흥동,6951,6951,0,산성역포레스티아,84.96,202607,20,"158,000",-,2,개인,개인,2020,수정로 319,-,중개거래,"경기 성남시 수정구, 서울 강서구",-
463,부산광역시 사상구 덕포동,795,795,0,사상중흥에스-클래스그랜드센트럴,84.9621,202607,20,"64,000",-,13,개인,개인,2023,사상로 300,-,중개거래,부산 사상구,-
464,인천광역시 부평구 갈산동,179-1,179,1,한국,84.99,202607,20,"37,300",-,12,개인,개인,1998,부평대로278번길 42,-,중개거래,"경기 부천시 원미구, 인천 부평구",-
465,인천광역시 연수구 옥련동,647,647,0,송도역서해그랑블,59.146,202607,20,"46,000",-,16,개인,개인,2024,한진로 76,-,중개거래,인천 연수구,-
466,경기도 수원시 장안구 정자동,313-1,313,1,동신2단지,43.02,202607,20,"22,000",-,1,개인,개인,1988,장안로 211,-,중개거래,경기 수원시 장안구,-
467,경기도 수원시 장안구 정자동,01월 30일,30,1,현대,62.67,202607,20,"30,750",-,6,개인,개인,1989,정자천로188번길 71-22,-,중개거래,경기 수원시 장안구,-
468,인천광역시 남동구 간석동,939-1,939,1,간석래미안자이,59.91,202607,20,"41,400",-,5,개인,개인,2008,남동대로 860,-,중개거래,인천 남동구,-
469,인천광역시 검단구 왕길동,295-1,295,1,유승,84.96,202607,20,"24,000",-,4,개인,개인,2000,단봉로 12,-,중개거래,인천 검단구,-
470,인천광역시 부평구 삼산동,388-7,388,7,삼산주공미래타운2차,49.4,202607,20,"22,200",-,7,개인,개인,2000,부평북로 432,-,중개거래,인천 부평구,-
471,전남광주통합특별시 고흥군 도양읍 봉암리,3380,3380,0,녹동프라자,59.89,202607,20,"7,800",-,5,개인,개인,1996,녹동신항8길 45,-,직거래,-,-
472,전남광주통합특별시 고흥군 도양읍 봉암리,1514,1514,0,주공,49.62,202607,20,"5,700",-,3,개인,개인,1998,천마로 145-4,-,직거래,-,-
473,인천광역시 부평구 삼산동,440-1,440,1,삼산타운주공1단지,59.99,202607,20,"42,500",-,2,개인,개인,2005,굴포로 105,-,중개거래,인천 부평구,-
474,대구광역시 달서구 이곡동,1194,1194,0,성서청남타운,134.96,202607,20,"27,900",-,5,개인,개인,1994,성서서로 330,-,중개거래,대구 달서구,-
475,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,117.99,202607,20,"55,000",-,11,개인,개인,2003,동원로 110,-,중개거래,대구 수성구,-
476,대전광역시 대덕구 비래동,124-1,124,1,삼호맨션,77.31,202607,20,"16,400",-,10,개인,개인,1989,비래서로 42,-,중개거래,대전 대덕구,-
477,부산광역시 남구 대연동,Feb-74,74,2,대연동동일스위트,31.8492,202607,20,"8,000",-,5,개인,개인,2004,수영로 294,-,중개거래,부산 남구,-
478,대구광역시 동구 방촌동,1084-30,1084,30,우방강촌마을1,59.98,202607,20,"18,000",-,7,개인,개인,1996,화랑로80길 8,-,직거래,-,-
479,부산광역시 남구 대연동,1773-1,1773,1,대연동에스케이뷰,127.6514,202607,20,"51,000",-,9,개인,개인,2007,진남로 159,-,중개거래,부산 남구,-
480,경기도 수원시 권선구 권선동,1265,1265,0,"보성,유원",59.76,202607,20,"34,700",-,4,개인,개인,1996,권중로 110,-,중개거래,경기 수원시 권선구,-
481,전남광주통합특별시 서구 화정동,440,440,0,화정우미,59.83,202607,20,"19,000",-,4,개인,개인,1996,염화로31번길 23,-,중개거래,전남광주 서구,-
482,경기도 수원시 영통구 매탄동,1162,1162,0,임광,84.95,202607,20,"52,500",-,8,개인,개인,1990,동수원로 316,-,중개거래,경기 수원시 영통구,-
483,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.7273,202607,20,"81,500",-,10,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,-
484,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신안,59.965,202607,20,"52,000",-,10,개인,개인,1997,매영로310번길 12,-,중개거래,경기 수원시 영통구,-
485,울산광역시 동구 서부동,257-4,257,4,현대패밀리서부,49.85,202607,20,"8,400",-,13,개인,개인,1992,방어진순환도로 995,-,중개거래,울산 동구,-
486,울산광역시 동구 서부동,1049,1049,0,울산지웰시티자이1단지,59.9908,202607,20,"43,500",-,18,개인,개인,2023,서부로 50,-,중개거래,울산 동구,-
487,울산광역시 북구 신천동,346-5,346,5,성우현대,59.91,202607,20,"9,500",-,14,개인,법인,1993,호계로 313,-,중개거래,울산 북구,-
488,경기도 수원시 장안구 율전동,109,109,0,장안,44.85,202607,20,"15,000",-,4,개인,개인,1986,상률로46번길 17-7,-,직거래,-,-
489,전남광주통합특별시 해남군 해남읍 해리,545,545,0,금강아파트(C동),49.35,202607,20,"5,500",-,2,개인,개인,1994,해리4길 18,-,직거래,-,-
490,경기도 수원시 장안구 송죽동,444-5,444,5,송죽동희성연인,84.975,202607,20,"43,300",-,4,개인,개인,2009,파장로6번길 20,-,중개거래,경기 수원시 장안구,-
491,인천광역시 검단구 원당동,987-1,987,1,검단신도시디에트르더힐,76.1198,202607,20,"51,600",-,2,개인,개인,2022,서로3로 255,-,중개거래,인천 검단구,-
492,인천광역시 부평구 산곡동,124-23,124,23,한화2단지,84.58,202607,20,"45,900",-,10,개인,개인,1999,원적로 361,-,중개거래,인천 부평구,-
493,인천광역시 부평구 산곡동,294-35,294,35,우성1차2차(294-35),73.96,202607,20,"28,800",-,2,개인,개인,1989,부영로 165,-,중개거래,"인천 검단구, 인천 부평구",-
494,인천광역시 부평구 산곡동,507,507,0,금호이수마운트밸리,59.8167,202607,20,"40,000",-,1,개인,개인,2007,원적로 344,-,중개거래,인천 부평구,-
495,부산광역시 수영구 광안동,142-12,142,12,세종엠스테이3차,74.85,202607,20,"33,500",-,11,개인,개인,2016,광안로7번길 17,-,중개거래,부산 수영구,-
496,서울특별시 성북구 석관동,10,10,0,두산,59.97,202607,20,"89,000",-,1,개인,개인,1998,화랑로48길 16,-,중개거래,서울 성북구,-
497,울산광역시 남구 무거동,1549-2,1549,2,동서그린맨션5,59.77,202607,20,"17,500",-,11,개인,개인,1996,신복로46번길 35-37,-,중개거래,울산 울주군,-
498,전남광주통합특별시 목포시 옥암동,915,915,0,제일5차풍경채,80.7892,202607,20,"16,100",-,2,법인,개인,2003,하당로289번길 25,-,중개거래,전남광주 목포시,-
499,부산광역시 사상구 학장동,571-3,571,3,신구덕우성,59.98,202607,20,"16,000",-,11,개인,개인,2000,학감대로 109-16,-,중개거래,부산 사상구,-
500,인천광역시 검단구 원당동,987,987,0,검단신도시로제비앙라포레,79.0123,202607,20,"48,500",-,3,개인,개인,2022,서로3로 277,-,중개거래,인천 검단구,-
501,대전광역시 중구 산성동,Jan-37,37,1,우성,84.95,202607,20,"18,000",-,5,개인,개인,1989,당디로 45,-,중개거래,대전 중구,-
502,인천광역시 연수구 동춘동,1149,1149,0,서해그랑블포레스트,59.8632,202607,20,"38,000",-,7,개인,개인,2019,능허대로446번길 12,-,중개거래,인천 연수구,-
503,전남광주통합특별시 목포시 상동,1018,1018,0,삼성,84.93,202607,20,"14,500",-,1,개인,개인,1995,부흥로 12,-,중개거래,전남광주 목포시,-
504,서울특별시 은평구 신사동,370,370,0,은평신사두산위브,84.997,202607,20,"76,500",-,4,개인,개인,2006,갈현로1길 36,-,중개거래,서울 은평구,-
505,부산광역시 금정구 구서동,165-1,165,1,구서신동아,59.79,202607,20,"17,700",-,20,개인,개인,1997,중앙대로1929번길 48-1,-,중개거래,부산 금정구,-
506,대전광역시 유성구 봉명동,692-6,692,6,투유1,43.38,202607,20,"9,300",-,8,개인,개인,2004,온천북로 73,-,중개거래,대전 유성구,-
507,대전광역시 유성구 봉명동,468-3,468,3,미성샤르망,68.307,202607,20,"21,000",-,13,개인,개인,2006,계룡로 64,-,중개거래,대전 유성구,-
508,전남광주통합특별시 장성군 장성읍 영천리,1664,1664,0,대흥엘리젠아파트,84.9782,202607,20,"24,500",-,4,개인,개인,2020,문화로 21-158,-,중개거래,전남광주 장성군,-
509,전남광주통합특별시 목포시 옥암동,1178,1178,0,목포한국아델리움,121.6713,202607,20,"44,300",-,7,개인,개인,2008,남악1로 15,-,중개거래,전남광주 목포시,-
510,전남광주통합특별시 나주시 남평읍 동사리,421,421,0,양우내안애리버시티,59.9139,202607,20,"16,000",-,23,개인,개인,2018,지석로 167,-,중개거래,전남광주 광산구,-
511,서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,84.37,202607,20,"94,500",-,6,개인,개인,2011,백련산로2길 19,-,중개거래,서울 은평구,-
512,경기도 화성시 만세구 남양읍 남양리,2300,2300,0,양우내안애2차에듀타운아파트,74.258,202607,20,"36,000",-,3,개인,개인,2017,시청로102번길 12,-,직거래,-,-
513,경상남도 사천시 사남면 월성리,574,574,0,사천엘크루,84.9801,202607,20,"22,300",-,9,개인,개인,2012,조동길 49-43,-,직거래,-,-
514,경상남도 창원시 성산구 성주동,153,153,0,유니온빌리지,84.9457,202607,20,"36,500",-,5,개인,개인,2005,삼정자로 79,-,중개거래,경남 창원시 성산구,-
515,경상남도 창원시 성산구 성주동,153,153,0,유니온빌리지,84.9457,202607,20,"37,100",-,5,개인,개인,2005,삼정자로 79,-,중개거래,경남 창원시 성산구,-
516,경상남도 창원시 성산구 성주동,102,102,0,한림푸르지오,84.9384,202607,20,"48,500",-,9,개인,개인,2003,외리로34번길 13,-,중개거래,경남 창원시 성산구,-
517,충청북도 제천시 청전동,72,72,0,현대,84.945,202607,20,"14,400",-,3,개인,개인,1990,용두천로 235,-,중개거래,충북 제천시,-
